City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Spirit River,CA,55.7833,-118.8361,61.75,67,44,17.81,scattered clouds
347,Watsa,CD,3.0372,29.5355,62.6,91,50,2.66,scattered clouds
348,Kampot,KH,10.6167,104.1833,81.43,81,100,8.55,overcast clouds
349,Yulara,AU,-25.2406,130.9889,46.83,57,9,4.63,clear sky
350,Gandajika,CD,-6.75,23.95,78.3,46,100,2.75,overcast clouds
351,Verkhoyansk,RU,67.5447,133.385,48.9,49,47,3.47,scattered clouds
352,Lompoc,US,34.6391,-120.4579,72.79,81,90,1.01,overcast clouds
353,Dabakala,CI,8.3667,-4.4333,83.95,59,100,5.37,overcast clouds
354,Alta Floresta,BR,-9.8756,-56.0861,89.44,42,20,4.79,few clouds
355,Kollam,IN,8.8833,76.6,80.47,86,73,5.84,broken clouds
356,Ballarat,AU,-37.5662,143.8496,50.99,83,100,11.81,overcast clouds
357,Quatre Cocos,MU,-20.2078,57.7625,72.09,82,23,10.09,few clouds
358,Ballina,AU,-28.8667,153.5667,48.94,96,13,0.0,few clouds
359,Codrington,AU,-38.2667,141.9667,56.17,65,100,18.97,overcast clouds
360,Kismayo,SO,-0.3582,42.5454,78.24,81,28,15.84,light rain
361,Karratha,AU,-20.7377,116.8463,75.15,64,100,7.38,overcast clouds
362,Saint Anthony,US,45.0205,-93.218,90.84,41,20,7.0,few clouds
363,Sibolga,ID,1.7427,98.7792,75.22,78,37,3.62,scattered clouds
364,Yumen,CN,40.2833,97.2,62.38,31,20,7.43,few clouds
365,Leh,IN,34.1667,77.5833,51.93,28,0,6.33,clear sky
366,Flinders,AU,-34.5833,150.8552,53.06,85,63,1.01,broken clouds
367,Batagay,RU,67.6333,134.6333,47.23,52,23,2.59,few clouds
368,Albertville,US,34.2676,-86.2089,73.85,88,40,1.01,scattered clouds
369,Puerto Leguizamo,CO,-0.1934,-74.7819,82.78,77,95,2.68,overcast clouds
370,Pachino,IT,36.7186,15.0907,75.6,72,19,10.96,few clouds
371,Harper,LR,4.375,-7.7169,78.01,89,100,10.49,overcast clouds
372,Rodrigues Alves,BR,-7.738,-72.6509,86.77,62,98,1.28,overcast clouds
373,Klaksvik,FO,62.2266,-6.589,50.92,98,100,17.34,overcast clouds
374,Iskateley,RU,67.6803,53.1512,36.54,80,100,12.84,overcast clouds
375,Oros,BR,-6.2444,-38.9136,89.08,41,93,2.15,overcast clouds
376,Yerevan,AM,40.1811,44.5136,69.96,28,0,5.37,clear sky
377,Saint-Ambroise,CA,48.5501,-71.3324,74.57,42,5,1.79,clear sky
378,Coihaique,CL,-45.5752,-72.0662,41.13,96,100,5.35,overcast clouds
379,Anadyr,RU,64.75,177.4833,45.1,61,40,10.22,scattered clouds
380,Namibe,AO,-15.1961,12.1522,73.89,65,61,4.56,broken clouds
381,Shagonar,RU,51.5333,92.8,46.45,77,12,0.81,few clouds
382,Shamary,RU,57.3434,58.2199,54.3,75,19,3.87,few clouds
383,Ixtapa,MX,20.7,-105.2,94.12,41,64,6.82,broken clouds
384,Moron,AR,-34.6534,-58.6198,60.03,59,97,6.93,overcast clouds
385,Isangel,VU,-19.55,169.2667,71.01,65,100,11.63,overcast clouds
386,Kollo,NE,13.3043,2.339,97.83,28,97,13.76,overcast clouds
387,Talnakh,RU,69.4865,88.3972,29.59,99,100,3.04,light snow
388,Murray Bridge,AU,-35.1167,139.2667,58.86,54,99,17.2,overcast clouds
389,Port Macquarie,AU,-31.4333,152.9167,46.38,67,0,5.41,clear sky
390,Nago,JP,26.5881,127.9761,75.63,92,100,7.11,moderate rain
391,Tabou,CI,4.423,-7.3528,77.88,88,100,9.48,overcast clouds
392,Monchegorsk,RU,67.9397,32.8739,47.55,59,7,9.53,clear sky
393,Tahta,EG,26.7693,31.5021,86.32,17,2,11.83,clear sky
394,Sheopur,IN,25.6667,76.7,93.85,32,22,10.58,few clouds
395,Fortuna,US,40.5982,-124.1573,68.41,62,40,4.0,scattered clouds
396,Straumen,NO,63.8709,11.2999,60.8,95,100,4.32,overcast clouds
397,Koping,SE,59.514,15.9926,69.73,55,36,4.97,scattered clouds
398,Kiama,AU,-34.6833,150.8667,53.26,84,66,1.01,broken clouds
399,Touros,BR,-5.1989,-35.4608,77.9,79,38,13.73,scattered clouds
400,Amuntai,ID,-2.4177,115.2494,74.05,98,100,0.54,overcast clouds
401,Kalabo,ZM,-14.97,22.6814,58.82,46,86,6.24,overcast clouds
402,Methoni,GR,36.8197,21.7049,73.26,72,23,9.98,few clouds
403,Khorramshahr,IR,30.4397,48.1664,102.72,8,0,12.64,clear sky
404,Pimentel,PE,-6.8367,-79.9342,70.0,82,100,4.0,overcast clouds
405,Acari,PE,-15.4311,-74.6158,75.78,52,1,7.92,clear sky
406,Khudumelapye,BW,-23.8833,24.75,49.33,50,0,8.93,clear sky
407,Concarneau,FR,47.875,-3.9225,65.05,84,43,8.5,scattered clouds
408,Khani,GE,41.9563,42.9566,51.37,99,96,1.23,overcast clouds
409,Copiapo,CL,-27.3667,-70.3333,73.15,39,2,5.82,clear sky
410,Sri Aman,MY,1.2376,111.4621,73.2,96,100,0.43,overcast clouds
411,Sioux Lookout,CA,50.1001,-91.917,91.74,34,99,17.07,overcast clouds
412,Peniche,PT,39.3558,-9.3811,71.08,81,0,16.91,clear sky
413,Kargopol,RU,61.5071,38.9456,61.47,73,79,4.97,broken clouds
414,Lagoa,PT,39.05,-27.9833,64.13,90,100,12.53,overcast clouds
415,Sitka,US,57.0531,-135.33,51.85,77,100,3.18,light rain
416,Atakpame,TG,7.5333,1.1333,76.98,74,47,6.53,light rain
417,Bichura,RU,50.5881,107.6022,40.37,97,100,3.13,moderate rain
418,Larap,PH,14.299,122.6504,77.72,88,100,3.33,overcast clouds
419,Poum,NC,-20.2333,164.0167,72.28,61,41,17.25,scattered clouds
420,Taoudenni,ML,22.6783,-3.9836,108.73,6,85,6.98,overcast clouds
421,Nyrob,RU,60.733,56.7202,55.6,73,98,2.86,overcast clouds
422,Tornio,FI,65.8481,24.1466,68.02,58,23,6.26,few clouds
423,Ngunguru,NZ,-35.6167,174.5,59.16,92,100,27.69,light rain
424,Dhidhdhoo,MV,6.8833,73.1,82.17,79,100,14.74,overcast clouds
425,Mezen,RU,65.8522,44.24,37.9,70,31,8.75,scattered clouds
426,Hualmay,PE,-11.0964,-77.6139,69.98,67,36,10.18,scattered clouds
427,Dali,CN,25.7,100.1833,63.16,87,100,4.88,overcast clouds
428,Mount Isa,AU,-20.7333,139.5,46.17,66,0,3.44,clear sky
429,Mitchell,US,43.7094,-98.0298,93.18,36,1,15.99,clear sky
430,Old Shinyanga,TZ,-3.55,33.4,73.38,50,96,12.06,overcast clouds
431,Namatanai,PG,-3.6667,152.4333,79.02,85,100,3.91,light rain
432,Ketchikan,US,55.3422,-131.6461,52.27,82,90,12.66,light rain
433,Kloulklubed,PW,7.0419,134.2556,79.3,83,100,9.15,overcast clouds
434,Zaranj,AF,30.9667,61.8833,99.68,8,0,12.17,clear sky
435,Roald,NO,62.5833,6.1333,59.92,82,40,6.91,scattered clouds
436,Ahipara,NZ,-35.1667,173.1667,60.39,90,100,15.41,light rain
437,Puerto Carreno,CO,6.189,-67.4859,90.19,56,90,3.71,overcast clouds
438,Tulagi,SB,-9.0996,160.1476,82.02,77,16,13.4,few clouds
439,Shieli,KZ,44.1667,66.75,79.09,39,0,6.78,clear sky
440,Rio Grande,BR,-32.035,-52.0986,62.71,62,100,11.97,overcast clouds
441,Camopi,GF,3.1655,-52.3158,78.33,89,99,3.11,light rain
442,Nortelandia,BR,-14.4547,-56.8028,93.27,29,92,3.91,overcast clouds
443,Voznesenka,UA,46.8717,35.4646,58.08,82,83,7.76,broken clouds
444,Salta,AR,-24.7859,-65.4117,60.58,70,91,8.01,overcast clouds
445,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,88.25,51,100,2.17,overcast clouds
446,Mazagao,BR,-0.115,-51.2894,91.45,59,77,4.54,broken clouds
447,Semenivka,UA,52.1783,32.5818,56.97,95,99,8.1,overcast clouds
448,Montepuez,MZ,-13.1256,38.9997,64.15,68,12,7.38,few clouds
449,Charters Towers,AU,-20.1,146.2667,56.8,86,15,7.38,few clouds
450,Egvekinot,RU,66.3167,-179.1667,34.3,75,12,1.54,few clouds
451,Bondo,CD,3.8146,23.6866,69.85,89,100,0.67,overcast clouds
452,Odweyne,SO,9.4092,45.064,79.59,43,0,13.62,clear sky
453,College,US,64.8569,-147.8028,64.2,58,50,1.99,scattered clouds
454,Arman,RU,59.7,150.1667,45.66,84,90,3.4,overcast clouds
455,Paraiso,CR,9.8383,-83.8656,78.96,61,55,4.12,broken clouds
456,Jizan,SA,17.3333,42.6667,87.93,60,0,2.37,clear sky
457,Porto Velho,BR,-8.7619,-63.9039,77.05,88,75,5.75,heavy intensity rain
458,Lerwick,GB,60.1545,-1.1494,53.6,79,84,7.76,broken clouds
459,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,82,20,10.76,few clouds
460,Port Hardy,CA,50.6996,-127.4199,50.83,79,100,11.48,light rain
461,Durango,MX,24.8333,-104.8333,82.2,17,3,5.99,clear sky
462,Chimbote,PE,-9.0853,-78.5783,68.25,75,100,11.68,overcast clouds
463,Severodvinsk,RU,64.5635,39.8302,46.51,52,9,11.7,clear sky
464,Geraldton,AU,-28.7667,114.6,52.21,93,70,13.2,broken clouds
465,Tyup,KG,42.7276,78.3648,54.95,66,97,3.22,overcast clouds
466,Liverpool,GB,53.4106,-2.9779,68.54,61,0,5.99,clear sky
467,Luanda,AO,-8.8368,13.2343,77.0,83,20,9.22,few clouds
468,Valparaiso,CL,-33.0393,-71.6273,57.47,67,100,10.33,overcast clouds
469,Chapais,CA,49.7834,-74.8492,78.8,31,49,8.55,scattered clouds
470,Paragominas,BR,-2.9667,-47.4833,88.59,53,81,3.42,broken clouds
471,Kyela,TZ,-9.5833,33.85,67.32,89,91,2.68,light rain
472,Chernyshevskiy,RU,63.0128,112.4714,38.88,73,8,13.0,clear sky
473,Mizdah,LY,31.4451,12.9801,83.55,15,10,11.34,clear sky
474,Atar,MR,20.5169,-13.0499,104.0,20,14,24.16,sand
475,Anqing,CN,30.5092,117.0506,72.73,73,100,2.3,overcast clouds
476,Nurota,UZ,40.5614,65.6886,84.83,19,1,1.32,clear sky
477,Opuwo,NA,-18.0607,13.84,62.08,37,0,8.14,clear sky
478,Lena,ES,43.1,-5.7333,70.56,84,100,5.28,overcast clouds
479,Padang,ID,-0.9492,100.3543,76.05,80,25,3.76,scattered clouds
480,Vega De Alatorre,MX,20.0333,-96.6333,89.1,63,15,13.69,few clouds
481,Oranjemund,NA,-28.55,16.4333,69.42,31,0,6.53,clear sky
482,Sandila,IN,27.0833,80.5167,87.71,28,70,4.81,broken clouds
483,Baruun-Urt,MN,46.6806,113.2792,61.93,41,100,6.58,light rain
484,Horta,PT,38.5333,-28.6333,67.64,83,40,10.36,scattered clouds
485,Vanersborg,SE,58.3807,12.3234,67.95,59,19,8.05,few clouds
486,Saint George,US,37.1041,-113.5841,100.63,11,1,1.99,clear sky
487,Bathsheba,BB,13.2167,-59.5167,82.69,71,52,18.72,broken clouds
488,Nuristan,AF,35.3,70.8333,45.82,49,1,11.18,clear sky
489,Petropavlovka,RU,50.6114,105.3196,44.87,85,100,3.49,light rain
490,Aswan,EG,24.0934,32.907,89.87,11,6,12.53,clear sky
491,Keita,NE,14.7551,5.7749,87.24,36,100,5.01,overcast clouds
492,Christchurch,NZ,-43.5333,172.6333,48.99,97,90,3.0,drizzle
493,Tagusao,PH,9.1924,117.8141,81.03,83,100,7.07,overcast clouds
494,Kendari,ID,-3.945,122.4989,74.28,93,38,2.77,scattered clouds
495,Lagos,NG,6.5833,3.75,78.42,82,100,4.27,overcast clouds
496,Cukai,MY,4.25,103.4167,78.12,88,100,5.1,overcast clouds
497,Cockburn Town,TC,21.4612,-71.1419,80.1,80,6,21.61,clear sky
498,Pilar,BR,-9.5972,-35.9567,80.53,77,9,7.43,clear sky
499,Lamu,KE,-2.2717,40.902,76.98,83,85,19.77,light rain
500,Kargasok,RU,59.0556,80.8572,53.96,97,100,8.21,overcast clouds
501,Kalnciems,LV,56.8011,23.6097,64.45,75,11,5.3,few clouds
502,Noshiro,JP,40.2039,140.0242,58.5,97,98,4.25,overcast clouds
503,Olinda,BR,-8.0089,-34.8553,76.73,73,75,12.21,broken clouds
504,Abonnema,NG,4.7084,6.7931,73.62,94,100,3.18,overcast clouds
505,Bandar-E Lengeh,IR,26.5579,54.8807,89.06,73,1,13.35,clear sky
506,Ocos,GT,14.5094,-92.1933,94.73,67,97,6.96,overcast clouds
507,Wuning,CN,29.2589,120.2311,65.39,92,0,3.29,clear sky
508,Calabozo,VE,8.9242,-67.4293,85.95,57,100,5.91,overcast clouds
509,Pashiya,RU,58.4324,58.2562,55.45,74,72,3.58,broken clouds
510,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.4,93,100,4.94,light rain
511,Vohibinany,MG,-17.35,49.0333,65.41,91,60,2.42,broken clouds
512,Iralaya,HN,15.0,-83.2333,84.69,71,22,12.77,few clouds
513,Devarkonda,IN,16.7,78.9333,86.68,56,92,7.45,overcast clouds
514,Baghdad,IQ,33.3406,44.4009,92.62,16,0,16.89,clear sky
515,Koslan,RU,63.4564,48.8989,51.01,62,47,5.61,scattered clouds
516,Kiruna,SE,67.8557,20.2251,63.52,22,9,4.61,clear sky
517,Richards Bay,ZA,-28.783,32.0377,60.22,75,0,7.65,clear sky
518,Bilibino,RU,68.0546,166.4372,60.84,48,6,4.74,clear sky
519,Sunrise Manor,US,36.2111,-115.0731,103.19,10,1,10.0,clear sky
520,Jalu,LY,29.0331,21.5482,82.2,19,0,7.02,clear sky
521,Vakhrushev,RU,48.9833,142.9667,48.25,79,100,4.99,light rain
522,Kenai,US,60.5544,-151.2583,53.47,76,13,4.74,few clouds
523,Yantal,RU,56.8471,105.2542,39.52,80,0,3.15,clear sky
524,Westport,US,41.1415,-73.3579,96.62,42,1,1.99,clear sky
525,Iqaluit,CA,63.7506,-68.5145,36.7,79,41,5.01,scattered clouds
526,Nalut,LY,30.3333,10.85,93.42,11,63,12.41,broken clouds
527,Tromso,NO,69.6496,18.957,65.05,46,0,16.11,clear sky
528,Barabash,RU,43.2,131.4833,53.28,91,11,2.42,few clouds
529,Santiago De Cuenda,MX,20.6,-100.9833,83.89,25,87,2.53,overcast clouds
530,Borovskoy,KZ,53.8,64.15,60.78,37,92,2.17,overcast clouds
531,Rostock,DE,54.0887,12.1405,68.29,79,16,6.49,few clouds
532,Lorengau,PG,-2.0226,147.2712,79.68,79,100,3.71,overcast clouds
533,Zhuhai,CN,22.2769,113.5678,82.06,89,20,6.96,few clouds
534,Hounde,BF,11.5,-3.5167,93.7,32,6,6.11,clear sky
535,Kaeo,NZ,-35.1,173.7833,59.32,96,100,21.18,moderate rain
536,Rafsanjan,IR,30.4067,55.9939,91.56,7,5,9.89,clear sky
537,Mucurici,BR,-18.0933,-40.5158,78.44,59,85,9.08,overcast clouds
538,Hit,IQ,33.6416,42.8251,87.71,16,0,12.37,clear sky
539,Fereydun Kenar,IR,36.6864,52.5225,71.65,73,14,1.59,few clouds
540,Ailigandi,PA,9.2333,-78.0167,84.76,75,72,9.28,broken clouds
541,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.32,43,100,4.56,overcast clouds
542,Bud,US,39.447,-86.1758,84.18,67,100,11.86,overcast clouds
543,San Cristobal,VE,7.7669,-72.225,70.84,89,100,4.21,overcast clouds
544,Ankazobe,MG,-18.3167,47.1167,57.61,86,66,9.64,broken clouds
545,Corn Island,NI,12.1694,-83.0418,82.42,79,31,16.6,scattered clouds
546,Palmer,US,42.1584,-72.3287,93.94,37,75,1.01,broken clouds
547,Vila,PT,42.0304,-8.1588,69.75,59,7,3.22,clear sky
548,Kingisepp,RU,59.3733,28.6134,57.45,80,54,3.27,broken clouds
549,Coahuayana,MX,18.7333,-103.6833,94.26,44,98,8.59,overcast clouds
550,Kununurra,AU,-15.7667,128.7333,60.78,67,90,4.61,overcast clouds
551,Vitim,RU,59.4511,112.5578,44.4,96,100,5.7,overcast clouds
552,Mallaig,CA,54.2169,-111.3685,58.86,53,100,15.32,overcast clouds
553,Saveh,IR,35.0213,50.3566,86.49,11,0,10.89,clear sky
554,Preobrazheniye,RU,42.9019,133.9064,54.25,79,19,5.88,few clouds
555,Pringsewu,ID,-5.3582,104.9744,73.65,97,99,4.63,overcast clouds
556,Davidson,US,36.1501,-86.7833,77.02,82,90,11.01,light rain
557,Stilfontein,ZA,-26.8449,26.7683,47.14,58,0,6.78,clear sky
558,Ullal,IN,12.8,74.85,79.75,89,40,1.39,mist
559,Osoyoos,CA,49.0331,-119.4524,57.33,30,100,7.49,overcast clouds
560,Makarska,HR,43.2969,17.0178,69.94,76,72,1.66,broken clouds
561,Vandra,EE,58.6481,25.0361,58.23,75,10,4.32,clear sky
562,Tulun,RU,54.5611,100.5792,42.3,91,64,5.01,broken clouds
563,Coos Bay,US,43.3665,-124.2179,64.31,66,14,8.03,few clouds
564,Kahului,US,20.8947,-156.47,79.97,77,4,5.99,clear sky
565,Phan Thiet,VN,10.9333,108.1,79.27,84,100,8.16,overcast clouds
566,Bustamante,MX,26.5333,-100.5,101.71,16,0,3.58,clear sky
567,Bafq,IR,31.6128,55.4107,94.98,7,0,3.13,clear sky
568,Khanna,IN,30.7044,76.2231,87.87,25,0,3.83,clear sky
569,Ushtobe,KZ,45.2514,77.9838,58.42,35,6,9.55,clear sky
570,Bonavista,CA,48.6499,-53.1147,40.82,86,100,24.99,overcast clouds
571,Maunabo,PR,18.0072,-65.8993,84.92,80,99,14.72,overcast clouds
572,Najran,SA,17.4924,44.1277,84.18,13,5,3.53,clear sky
573,Bulgan,MN,48.8125,103.5347,38.98,86,100,8.12,overcast clouds
574,Kachiry,KZ,53.0675,76.1036,59.65,41,0,2.86,clear sky
575,Jutai,BR,-5.1833,-68.9,83.21,83,79,2.53,broken clouds
576,Vila Velha,BR,-20.3297,-40.2925,77.95,75,66,5.99,broken clouds
577,Alghero,IT,40.5589,8.3181,68.09,83,20,3.44,few clouds
578,Kjollefjord,NO,70.9457,27.3465,40.78,67,5,2.91,clear sky
579,Filadelfia,US,39.9523,-75.1638,95.5,44,5,7.0,clear sky
580,Mogadishu,SO,2.0371,45.3438,79.29,87,59,21.05,broken clouds
581,Raudeberg,NO,61.9875,5.1352,60.4,86,18,1.23,few clouds
582,Nizhniy Odes,RU,63.6445,54.856,48.67,39,58,4.47,broken clouds
583,Sampit,ID,-2.5333,112.95,74.55,98,46,1.54,scattered clouds
584,Barrhead,GB,55.7992,-4.3929,62.33,51,12,5.01,few clouds
585,Aksha,RU,50.2814,113.2867,56.73,51,100,2.84,overcast clouds
586,Nishihara,JP,26.1842,127.7558,74.86,99,75,4.76,broken clouds
587,Nuuk,GL,64.1835,-51.7216,45.21,87,90,9.22,light snow
588,Lianzhou,CN,24.7811,112.3825,68.25,82,0,0.25,clear sky
589,Ghanzi,BW,-21.5667,21.7833,51.08,50,0,9.37,clear sky
590,Saba,HN,15.4667,-86.25,95.86,30,100,3.76,overcast clouds
591,Te Anau,NZ,-45.4167,167.7167,36.72,94,20,1.34,few clouds
592,Broome,US,42.2506,-75.833,89.69,46,40,4.0,scattered clouds
593,Mataram,ID,-8.5833,116.1167,72.41,86,15,4.27,few clouds
594,Karasjok,NO,69.4719,25.5112,48.31,41,11,5.91,few clouds
595,Tabatinga,BR,-4.2525,-69.9381,84.2,70,20,3.44,few clouds
596,Acarau,BR,-2.8856,-40.12,80.31,80,58,9.33,broken clouds
597,Tarboro,US,35.8968,-77.5358,90.27,62,40,6.91,scattered clouds
598,Ukiah,US,39.1502,-123.2078,89.13,24,1,14.97,clear sky
599,Ilhabela,BR,-23.7781,-45.3581,74.73,73,97,7.72,overcast clouds
600,Stepnogorsk,KZ,52.3544,71.8869,58.32,41,7,5.5,clear sky
601,Kapuskasing,CA,49.4169,-82.4331,88.93,40,100,12.06,overcast clouds
602,Westerland,DE,54.9079,8.3033,64.18,88,90,11.5,overcast clouds
603,Zemio,CF,5.0314,25.1361,70.83,79,100,3.0,overcast clouds
604,Seymchan,RU,62.8833,152.4333,49.1,68,79,7.25,broken clouds
605,Piacabucu,BR,-10.4056,-36.4344,79.34,76,15,9.73,few clouds
606,Anjiang,CN,27.3194,110.1031,70.66,81,68,3.4,broken clouds
607,Grand Forks,US,47.9417,-97.4337,83.93,37,40,17.65,scattered clouds
608,Dayong,CN,25.0209,118.2898,72.72,70,99,1.63,overcast clouds
609,Raahe,FI,64.6833,24.4833,66.29,84,35,6.6,scattered clouds
610,Hongjiang,CN,27.11,109.9956,70.25,81,91,3.04,overcast clouds
611,Les Cayes,HT,18.2,-73.75,85.23,65,36,13.42,scattered clouds
612,Muros,ES,42.7762,-9.0603,70.3,63,17,11.43,few clouds
613,Gao,ML,16.6362,1.637,99.82,15,26,7.31,scattered clouds
614,Zhangjiakou,CN,40.81,114.8794,67.21,43,100,5.73,overcast clouds
615,Zhigansk,RU,66.7697,123.3711,46.85,50,100,6.85,overcast clouds
616,Mus,TR,39.0,41.75,48.99,49,0,4.18,clear sky
617,Mbandaka,CD,0.0487,18.2603,69.58,98,97,3.65,light rain
618,Coquimbo,CL,-29.9533,-71.3436,60.8,75,65,8.41,broken clouds
619,Revyakino,RU,54.3669,37.6589,59.49,96,78,7.09,light rain
620,Caibarien,CU,22.5206,-79.4669,82.51,77,67,18.23,broken clouds
621,Maceio,BR,-9.6658,-35.7353,81.84,69,20,9.6,few clouds
622,Rockland,US,41.1668,-74.0496,94.86,41,5,3.0,clear sky
623,Koryazhma,RU,61.3143,47.1691,63.55,59,82,4.81,broken clouds
624,Tari,NG,12.4086,4.4914,79.43,69,100,5.44,heavy intensity rain
625,Nioro,GM,13.35,-15.75,92.08,37,0,12.55,clear sky
626,Half Moon Bay,US,37.4636,-122.4286,82.06,62,1,5.75,haze
627,Minusinsk,RU,53.7103,91.6875,48.22,92,29,4.76,scattered clouds
628,Edd,ER,13.9297,41.6925,87.75,69,9,5.79,clear sky
629,Luang Prabang,LA,19.8856,102.1347,74.52,99,100,1.07,light rain
630,Iracoubo,GF,5.4802,-53.2011,76.1,89,100,10.94,light rain
631,Przhevalskoye,RU,55.5093,31.8482,59.54,86,87,4.7,light rain
632,Rocha,UY,-34.4833,-54.3333,55.24,72,100,6.49,overcast clouds
633,Aberdeen,GB,57.1437,-2.0981,54.82,82,75,5.75,broken clouds
634,Boa Vista,BR,2.8197,-60.6733,85.55,69,43,6.24,scattered clouds
635,Lebork,PL,54.5392,17.7501,63.95,70,19,4.27,few clouds
636,Ewa Beach,US,21.3156,-158.0072,80.02,59,12,15.01,few clouds
637,Srivardhan,IN,18.0333,73.0167,83.16,73,25,5.46,scattered clouds
638,Mitu,CO,1.1983,-70.1733,78.91,88,100,1.16,overcast clouds
639,Grand Gaube,MU,-20.0064,57.6608,72.37,85,6,3.0,clear sky
640,Zhob,PK,31.3411,69.4481,83.32,41,0,8.5,clear sky
641,Aklavik,CA,68.2191,-135.0107,45.39,48,13,7.38,few clouds
642,Kulhudhuffushi,MV,6.6221,73.07,81.97,80,100,14.63,overcast clouds
643,Lantana,US,26.5867,-80.052,90.05,75,78,10.0,broken clouds
644,Poya,NC,-21.35,165.15,67.33,64,95,6.69,overcast clouds
645,Bariri,BR,-22.0744,-48.7403,84.94,25,66,4.14,broken clouds
646,Ayan,RU,56.45,138.1667,40.35,92,99,6.33,overcast clouds
647,Urusha,RU,54.05,122.9,52.63,71,11,0.51,few clouds
648,Komsomolskiy,UZ,40.4272,71.7189,83.62,38,96,6.71,overcast clouds
649,Bintulu,MY,3.1667,113.0333,76.12,91,100,3.78,overcast clouds
650,Marienburg,PL,54.0359,19.0266,64.06,77,100,5.3,overcast clouds
651,Mandera,KE,3.9366,41.867,88.39,39,100,20.02,overcast clouds
652,Polson,US,47.6936,-114.1632,57.43,45,100,1.01,overcast clouds
653,Jaragua,BR,-15.7569,-49.3344,87.1,28,60,4.07,broken clouds
654,Yaan,NG,7.3833,8.5667,77.74,77,100,8.37,overcast clouds
655,Pacifica,US,37.6138,-122.4869,81.88,67,20,5.01,few clouds
656,Huarmey,PE,-10.0681,-78.1522,70.38,69,82,9.78,broken clouds
657,Abu Kamal,SY,34.4506,40.9171,84.06,16,0,10.27,clear sky
658,Ahuimanu,US,21.4447,-157.8378,79.79,63,25,18.54,scattered clouds
659,Hailey,US,43.5196,-114.3153,64.9,24,1,6.91,clear sky
660,Shvartsevskiy,RU,54.0961,37.9917,59.9,96,72,7.52,broken clouds
661,Gaomi,CN,36.3833,119.7528,71.78,62,94,8.48,light rain
662,Anchorage,US,61.2181,-149.9003,65.75,60,43,5.01,scattered clouds
663,Chulman,RU,56.8479,124.9104,57.67,59,20,6.24,few clouds
664,Sabang,ID,5.8933,95.3214,83.14,72,100,21.56,overcast clouds
665,Suluq,LY,31.6682,20.2521,75.76,41,5,12.86,clear sky
666,Bambanglipuro,ID,-7.95,110.2833,57.6,90,14,1.45,few clouds
667,Beloha,MG,-25.1667,45.05,62.78,71,36,13.18,scattered clouds
668,Malanje,AO,-9.5402,16.341,64.17,46,40,3.09,scattered clouds
669,Saint Marys,US,30.7305,-81.5465,96.01,76,1,7.0,clear sky
670,Darnah,LY,32.767,22.6367,71.01,73,3,14.32,clear sky
671,Ganzhou,CN,28.8184,115.4327,71.4,76,100,0.04,overcast clouds
672,Tougan,BF,13.0667,-3.0667,98.37,25,68,10.65,light rain
673,Catamarca,AR,-28.4696,-65.7852,72.5,46,6,11.01,clear sky
674,Aripuana,BR,-9.1667,-60.6333,88.14,51,100,1.59,overcast clouds
675,Gamba,GA,-2.65,10.0,76.01,94,77,5.79,broken clouds
676,Bantogon,PH,6.5333,124.0333,80.02,69,100,3.49,overcast clouds
677,Nikolsk,RU,53.7189,46.0712,55.58,93,65,3.98,broken clouds
678,Akyab,MM,20.15,92.9,83.5,82,100,6.11,overcast clouds
679,Lakes Entrance,AU,-37.8811,147.981,49.17,73,100,9.22,overcast clouds
680,Houma,US,29.5958,-90.7195,78.8,71,100,13.38,moderate rain
681,Kirkland Lake,CA,48.1446,-80.0377,89.1,36,94,8.55,overcast clouds
682,Dunedin,NZ,-45.8742,170.5036,43.81,87,91,3.15,overcast clouds
683,Qarqin,AF,37.4185,66.0436,94.41,15,0,10.42,clear sky
684,Daru,PG,-9.0763,143.2092,76.96,88,99,18.19,overcast clouds
685,Maniitsoq,GL,65.4167,-52.9,41.36,88,100,6.55,overcast clouds
686,Gizo,SB,-8.103,156.8419,81.86,78,20,8.05,few clouds
687,Khor,RU,47.8861,134.9464,50.31,92,89,8.84,overcast clouds
688,Orocue,CO,4.7912,-71.3354,76.73,91,100,8.1,overcast clouds
689,Bangkalan,ID,-7.0455,112.7351,80.55,85,20,2.26,few clouds
690,Ulladulla,AU,-35.35,150.4667,52.88,80,100,5.1,overcast clouds
691,Mahon,ES,39.8885,4.2658,70.36,64,0,4.61,clear sky
692,Las Vegas,US,36.175,-115.1372,104.18,10,1,17.27,clear sky
693,Galle,LK,6.0367,80.217,80.69,83,100,11.5,overcast clouds
694,Port-Cartier,CA,50.0334,-66.8654,57.74,53,100,9.8,overcast clouds
695,Dalvik,IS,65.9702,-18.5286,51.73,73,96,5.21,overcast clouds
696,Pochutla,MX,15.7432,-96.4661,92.82,62,89,8.08,overcast clouds
